Job ID,Job Title,URL,Job Description,Job Function,Job Role,Desired Skills,Qualifications,Experience,Apply By,Location,Country
206503,Automation Tester,https://ibegin.tcs.com/iBegin/jobs/206503J,"Job Description TCS has always been in the spotlight for being adept in the next big technologies. What we can offer you is a space to explore varied technologies and quench your techie soul. Location:PAN India Experience: 3 - 8 yrs exp What we are looking for Must-Have: Selenium WebDriver for Creating Basic Test Cases Java or Other supported Programming for Enhancing Test Cases TestNG or other Supported Testing Framework for Grouping Test Cases, Prioritizing Test Cases, Executing Test Batches and Generating Test Results. Selenium Grid for Parallel Test execution Goodto-Have: Maven Integration for creating and maintaining Selenium Test Environment Jenkins for Continuous Integration Responsibility: Selecting or Identifying Areas/Test cases for Automation. Designing & Implementing Test Automation Strategy. Creating Automation Test Plan and getting approvals. Choose selenium tools and Configuring Selenium Test Environment (Ex: Eclipse IDE, Java, Selenium WebDriver and TestNG etc). Involvement in Selenium Environment Setup Auto mation Framework Design and Implementation. Creating, Organizing, and managing Test Automation Resources. Creating, Enhancing, debugging and Running Test Cases. Organizing, monitoring defect management process.",TECHNOLOGY,Developer,Java | Selenium,BACHELOR OF ENGINEERING,3 - 8 Years,31-Dec-21,Bangalore,India
206502,Abinitio Developer,https://ibegin.tcs.com/iBegin/jobs/206502J,"Job Description TCS has always been in the spotlight for being adept in the next big technologies. What we can offer you is a space to explore varied technologies and quench your techie soul. Location:PAN India Experience: 3 - 8 yrs exp What we are looking for Must-Have: Experience in requirement gathering, creating design specifications. Expert on Data warehouse concepts and ETL frameworks, Database and data modelling concepts Exposure to Analytics tools (Cognos/BO preferred) Expert on Ab Initio, EME - Technical Repository, Plan>It , Ab Initio web interface Expert on Ab Initio - command line commands, Multifile system, batch processing components, real time processing. Oracle/Teradata or any database appliance working experience preferred.",TECHNOLOGY,Developer,Ab initio,BACHELOR OF ENGINEERING,3 - 8 Years,31-Dec-21,Bangalore,India
206499,Pyspark Developer,https://ibegin.tcs.com/iBegin/jobs/206499J,"Job Description TCS has always been in the spotlight for being adept in the next big technologies. What we can offer you is a space to explore varied technologies and quench your techie soul. Location:PAN India Experience: 3 - 8 yrs exp What we are looking for Must-Have: Development experience with PySpark & SparkSql with good analytical & debugging skills. Design and development around Apache SPARK, Python and Hadoop Framework. Extensive usage and experience with RDD and Data Frames with in Spark. Extensive experience with data analytics, and working knowledge of big data infrastructure such as various Hadoop Ecosystems like HDFS, Hive, Spark etc. Goodto-Have: Good communicat ion and stakeholder management skills Work as part of a Agile team and the tooling that supports it (e.g. DevOps). Adept in diagnosing and troubleshooting infrastructure and applications Responsibility: 1. Coordinating with development teams to determine application requirements. 2. Writing scalable code using Pyspark programming language. 3. Read, extract, transform, stage and load data to multiple targets, including Hadoop and Oracle. 4. Develop automation scripts around Hadoop framework to automate processes and existing flows around. 5. Should be able to modify existing programming/codes for new requirements.",TECHNOLOGY,Developer,Python | Spark | Apache,BACHELOR OF ENGINEERING,3 - 8 Years,31-Dec-21,Bangalore,India
206498,Automation Tester,https://ibegin.tcs.com/iBegin/jobs/206498J,Job Description TCS has always been in the spotlight for being adept in the next big technologies. What we can offer you is a space to explore varied technologies and quench your techie soul. Location:PAn India Experience: 6 - 12 yrs exp What we are looking for Must-Have: Experience on working with Selenium/Ranorex Well versed with Testing Concepts Understanding of Java basics Goodto-Have: 1. Good communication skills 2. Familiarity with Agile way of working Responsibility: Provide high level and low level design as required for the requirement Code for the complex components and guiding a team of junior developers. Client facing for requirement gathering and walkthrus,TECHNOLOGY,Developer,Java | Selenium,BACHELOR OF ENGINEERING,6 - 12 Years,31-Dec-21,Bangalore,India
206497,Java Springboot Senior Developer,https://ibegin.tcs.com/iBegin/jobs/206497J,"Job Description TCS has always been in the spotlight for being adept in the next big technologies. What we can offer you is a space to explore varied technologies and quench your techie soul. Location:PAN India Experience: 6 - 12 yrs exp What we are looking for Must-Have: 1. 6+ years experience in Java; experience working with Springboot framework 2. Experience working with Oracle or SQL database 3. Expereince in Change and version control tools like GitHub. BitBucket etc. 4. Experience working with Agile projects Experience working in Webservers like JBOSS, Tomcat, IBM WebSphere Goodto-Have: 1. Good communication skills 2. Flexible to work in shifts 3. Good interpersonal skills 4. Knowledge on Cloudsystems Responsibility: Analysis and Design and provide inputs to application Architecture Development using Springboot framework Collaboration with onsite as well as customer teams through Agile ceremonies like stand up meetings, Spring review, retrospective etc. Code Review CI-CD Implementation and pipeline maintenance and enhancement Support for application production deployment Support the application once deployed to prduction",TECHNOLOGY,Developer,Java | Microservices | Spring Boot,BACHELOR OF ENGINEERING,6 - 12 Years,31-Dec-21,Bangalore,India
206494,Angular Developer,https://ibegin.tcs.com/iBegin/jobs/206494J,"Job Description TCS has always been in the spotlight for being adept in the next big technologies. What we can offer you is a space to explore varied technologies and quench your techie soul. Location:PAN India Experience: 3 - 8 yrs exp What we are looking for Must-Have: Must be Proficient in writing Angular, JavaScript, CSS and HTML Must have Knowledge on MVVM/MVC design patterns Must have hands on experience with Directives, Controller and services using AngularJS Good understanding of AJAX, and JavaScript DOM Should have experience with building tools like Gulp or Grunt Should be familiar with testing frameworks (Ex: Jasmine\Karma) Should have experience in consuming REST APIs Goodto-Have: Agile Methodologies/Tools Unit Testing Tools Analytical skill",TECHNOLOGY,Developer,CSS | HTML | Javascript | Angular JS,BACHELOR OF ENGINEERING,3 - 8 Years,31-Dec-21,Bangalore,India
206493,React Js Developer,https://ibegin.tcs.com/iBegin/jobs/206493J,"Job Description TCS has always been in the spotlight for being adept in the next big technologies. What we can offer you is a space to explore varied technologies and quench your techie soul. Location:PAN India Experience: 3 - 8 yrs exp What we are looking for Must-Have: React Js, Javascript, Wireframe, Springboot, Redux, HTML5, CSS, REST API, Goodto-Have: Kafka, Openshift, Kibana, Git, TDD experience, SAFe Responsibility: Strong experience in React JS, Redux, ES6, HTML, CSS, Node js, REST APIs Experience in Redux styled components, larger React JS applications that require state management Building enterprise application using spring boot, JPA Develop wireframes and prototypes around customer needs. Ability to translate UI/UX design wireframes to actual code that will produce visual elements of the application. Design graphic user interface elements, conduct layout adjustments based on user feedback Strong experience in software development to build, use automation frameworks, design patterns, code review, and quality checks, Junit, Soap UI, REST, JSON, Git, etc. Knowledge of Git and best practices for merging, branching, pull requests, etc. Experience working within Agile environments and Test-Driven Development methodology by other juniors.",TECHNOLOGY,Developer,Javascript | React | Spring Boot,BACHELOR OF ENGINEERING,3 - 8 Years,31-Dec-21,Bangalore,India
206491,Java Microservices Developer,https://ibegin.tcs.com/iBegin/jobs/206491J,"Job Description TCS has always been in the spotlight for being adept in the next big technologies. What we can offer you is a space to explore varied technologies and quench your techie soul. Location: PAN India Experience: 3 - 8 yrs exp What we are looking for Must-Have: Java 8, Spring related technologies such as Spring Core, Spring Boot, Spring MVC, and Spring Integration, CI/CD with knowledge of Git Hub, Maven and Jenkins Goodto-Have: MongoDB, work exp with cloud based applications (Pivotal cloud Foundry), web standards relating to APIs (OAuth, SSL, CORS, JWT, etc.) Responsibility: Design high quality deliverables adhering to business requirement with defined standards and design principles, patterns Develop and maintain highly scalable, high performance and highly available APIs/Microservices Develop/Integrate the code adhering to CI/CD, Spring Integration (kafka), Spring cloud Provide Java and API based solutions relevant to existing technology architecture Create Junit tests and ensure code coverage is met as per the agreed standards Technically lead and groom a team of developers who might be geographically distributed. Review the code modules developed",TECHNOLOGY,Developer,Java | Microservices | Spring Boot,BACHELOR OF ENGINEERING,3 - 8 Years,31-Dec-21,Bangalore,India
206490,Java Fullstack Developer,https://ibegin.tcs.com/iBegin/jobs/206490J,"Job Description TCS has always been in the spotlight for being adept in the next big technologies. What we can offer you is a space to explore varied technologies and quench your techie soul. Location:PAN India Experience: 3 - 8 yrs exp What we are looking for Must-Have: Ability to solve complex coding challenges in Java8 and experience with Coderpad/ Hackerrank Java 8 or above, Spring, RESTful API, MongoDB, SpringBoot, Kafka, SVN/ Git/ Docker/ Kubernetes. Goodto-Have: Github profile Responsibility: Strong in Algorithms, Java 8 or above experience designing and building Microservices, with moderate UI development skills Java 8 or above, Spring, RESTful API, SpringBoot, Kafka Experience with SVN/ Git/ Docker/ Kubernetes Experience with MongoDB. Basic understanding of writing SQL queries. Experience with Agile methodologies - Scrum, Continuous integration Understanding of Angular.js. Attention to detail, Desire and ability to work in a multi-distributed team environment Ability to excel in a short timeframe under short sprints Strong problem solving, analytical, communication and documentation skills",TECHNOLOGY,Developer,Angularjs | Java | Microservices | Spring,BACHELOR OF ENGINEERING,3 - 8 Years,31-Dec-21,Bangalore,India
206487,Hadoop Developer,https://ibegin.tcs.com/iBegin/jobs/206487J,"Job Description TCS has always been in the spotlight for being adept in the next big technologies. What we can offer you is a space to explore varied technologies and quench your techie soul. Location: PAN India Experience: 3 - 8 yrs exp What we are looking for Must-Have: Extensive experience and hands on implementation experience with Spark, Scala, Impala, Hive, Kafka, SQOOP Goodto-Have: Exte nsive knowledge with Data frames, Data Sets and RDDs Responsibility: Extensive experience with Design and Implementation of Big data solutions, preferably using Cloudera distribution Working knowledge on Cloudera and Apache tools/utilities",TECHNOLOGY,Developer,Hadoop,BACHELOR OF ENGINEERING,3 - 8 Years,31-Dec-21,Bangalore,India
206485,IFS Solution Architect,https://ibegin.tcs.com/iBegin/jobs/206485J,Call out for IFS Apps Solution Architects with ship building and repairing domain experience. Candidates should have End-to-End IFS App implementations experience utilizing Scope Tool and IFS App Implementation methodology. Immediate joiners with sound knowledge of various IFS modules will be preferred.,TECHNOLOGY,Consultant,Solution and Functional Architecture (SAFA),BACHELOR OF TECHNOLOGY,7 - 15 Years,31-Oct-21,Bhubaneshwar,India
206484,IFS Project Manager,https://ibegin.tcs.com/iBegin/jobs/206484J,This is an opportunity for Project Managers with end-to-end IFS Apps implementation experience in ship building and repairing domain. Immediate joiners with proven experience of 2-3 implementations utilizing Scope Tool and IFS App Implementation methodology will be preferred.,TECHNOLOGY,Consultant,Project Management,BACHELOR OF TECHNOLOGY,8 - 15 Years,31-Oct-21,Bhubaneshwar,India
206469,HRO,https://ibegin.tcs.com/iBegin/jobs/206469J,Process& ERP Exp Requirement Good to Have i.Workday HCM or Oracle experience Must Have i.Employee Data Management experience Or ii.Workforce/HR Admin experience iii.HR Shared Service experience,BUSINESS PROCESS SERVICES,Executive,HRO Payroll,BACHELOR OF COMMERCE,1 - 7 Years,29-Oct-21,Nagpur,India
206467,SCM,https://ibegin.tcs.com/iBegin/jobs/206467J,"Create and approve Purchase Requisition Create and approve Purchase Order Address Supplier inquiries Shopping Cart (SC) Compliance and Completion Sourcing Coordination Purchase Order (PO) Management Excellent understanding Purchase Requisition to Purchase Order Management (PR to PO) Work closely with business process experts in purchase requisition and order to ensure data quality, compliance, and operating procedures PO follow up and expedition management Create Standard Operating Procedures for work processes Excellent knowledge of MS Office",BUSINESS PROCESS SERVICES,Process Expert,SCM - Procurement | SCM - Sourcing,BACHELOR OF COMMERCE,1 - 7 Years,30-Sep-21,Mumbai,India
206466,Salesforce Media Cloud Architect,https://ibegin.tcs.com/iBegin/jobs/206466J,"1. Experience in design and implementation of at least 1 Vlocity CPQ implementation 2. Certified as Vlocity CPQ Developer and Omnistudio Consultant/ developer 3. Should have performed as an architect in Media Domain (especially Creative Content management & advertising sales) 4. Knowledge of Vlocity Digital Commerce, Dataroma, LWC and Experience Cloud",TECHNOLOGY,Technical Architect,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 15 Years,01-Aug-22,Bangalore,India
206465,Salesforce Communication Architect ( CPQ & OM),https://ibegin.tcs.com/iBegin/jobs/206465J,"1. Experience in Design and Implementation of Vlocity CPQ and Vlocity OM for a telecom organization 2. Certified in Vlocity CPQ. Vlocity OM 3. Should have performed as an architect( especially in Telecom Enterprise Product Catalog and OM) 4. Understanding of tmforum standards, BSS best practices and comms data model",TECHNOLOGY,Technical Architect,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 15 Years,01-Aug-22,Bangalore,India
206464,nCino Architect,https://ibegin.tcs.com/iBegin/jobs/206464J,"1. Demonstrates extensive abilities and/or a proven record of success in the banking sector and/or commercial lending, at least 2 full life-cycle salesforce.com/nCino implementations within the financial services industry. 2. Experience in fefining and delivering scalable technical solution architecture and integrated solution involving different nCino and Salesforce clouds 3. nCino Certification",TECHNOLOGY,Technical Architect,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 15 Years,01-Aug-22,Bangalore,India
206463,Salesforce Slack Technical Architect,https://ibegin.tcs.com/iBegin/jobs/206463J,"1. Two full cycle end to end implementation experience in slack 2. Strong technical background and competencies in development, integration, solution architecture & security 3. Hands on proficiency with at least one Object oriented programming",TECHNOLOGY,Technical Architect,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 15 Years,01-Aug-22,Bangalore,India
206462,Tableau CRM Technical Architect,https://ibegin.tcs.com/iBegin/jobs/206462J,"1. Expertise in developing, maintaining and experience in managing/leading Einstein Analytics driven dashboards & analytics, preferably with working knowledge of Einstein administration/architecture 2. Help the customer manage their business and to strategically make sound decisions based on solid analysis of data and provide insight regarding interpretation of data and trends 3. Certification in Tableau CRM",TECHNOLOGY,Technical Architect,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 15 Years,01-Aug-22,Bangalore,India
206461,Salesforce Data Architect,https://ibegin.tcs.com/iBegin/jobs/206461J,"1. Experience with Extract, Data, Load (ETL) tools which includes extracting data and migrating 2. Experience working with large files from various sources and migrating to Salesforce 3. Development experience with focus on data mapping, conversion, transformation, and load activities 4. Salesforce Data Architecture Certification is a huge plus",TECHNOLOGY,Technical Architect,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 15 Years,01-Aug-22,Bangalore,India
206460,Salesforce LWC Tech Architect,https://ibegin.tcs.com/iBegin/jobs/206460J,"1. Experienced in Salesforce/Apex, Triggers, Workflow Alerts and Actions, Process Builders & LWC 2. LWC migration experience is preferred 3. Performed Architect role in one or more end to end Salesforce implementation 4. Certified as Salesforce Application/Technical Architect",TECHNOLOGY,Technical Architect,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 15 Years,01-Aug-22,Bangalore,India
206458,SFDC MFG Solution Architect,https://ibegin.tcs.com/iBegin/jobs/206458J,1. Experience in design and implementation of technical solutions on the Salesforce Manufacturing Cloud 2. Performed Architect role in min 2 end to end implementation using Salesforce Manufacturing Cloud 3. Certified as Salesforce Application/Technical Architect,TECHNOLOGY,Technical Architect,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 15 Years,01-Aug-22,Bangalore,India
206457,SFDC MFG Cloud Presales & Solution Lead,https://ibegin.tcs.com/iBegin/jobs/206457J,"1. Extensive experience and understanding of the Manufactuting Sector and the need for digital disruption 2. Performed Architect role in min 2 end to end implementation using Salesforce MFG 3. Experienced in design, estimate and price Salesforce solutions 4. Certified as Salesforce Application/Technical Architect",TECHNOLOGY,Technical Lead,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 15 Years,01-Aug-22,Bangalore,India
206456,FSC Solution Architect,https://ibegin.tcs.com/iBegin/jobs/206456J,"1. Experience in design and implementation of technical solutions on the Salesforce FSC for one or more line of business (Retail Banking, Wealth Management, Commercial Banking, Loan/Mortgage, Insurance) 2. Performed Architect role in min 2 end to end implementation using Salesforce FSC 3. Experience in migrating from Horizontal SFDC Applications (Sales cloud, service cloud etc.) to Salesforce FSC 4. Certified as Salesforce Application/Technical Architect",TECHNOLOGY,Technical Architect,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 15 Years,01-Aug-22,Bangalore,India
206455,FSC - Presales & Solution Lead,https://ibegin.tcs.com/iBegin/jobs/206455J,"1. Extensive experience and understanding of the BFSI Sector and the need for digital disruption 2. Performed Architect role in min 2 end to end implementation using Salesforce FSC 3. Experienced in design, estimate and price Salesforce solutions 4. Certified as Salesforce Application/Technical Architect",TECHNOLOGY,Technical Lead,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 15 Years,01-Aug-22,Bangalore,India
206454,Salesforce Solution Architect,https://ibegin.tcs.com/iBegin/jobs/206454J,"1. Expert level understanding of the Salesforce product suite (Sales, Service, Community, Marketing etc) 2. Experience in Salesforce CRM with min 2 end to end implementation experience 3. Experience with Salesforce/Apex, Triggers, Workflow Alerts and Actions, Process Builders & LWC 4. Certified as Salesforce Application/Technical Architect",TECHNOLOGY,Technical Architect,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 15 Years,01-Aug-22,Bangalore,India
206411,Salesforce Media Cloud Architect,https://ibegin.tcs.com/iBegin/jobs/206411J,"1. Experience in design and implementation of at least 1 Vlocity CPQ implementation 2. Certified as Vlocity CPQ Developer and Omnistudio Consultant/ developer 3. Should have performed as an architect in Media Domain (especially Creative Content management & advertising sales) 4. Knowledge of Vlocity Digital Commerce, Dataroma, LWC and Experience Cloud",IT INFRASTRUCTURE SERVICES,Technical Architect,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 15 Years,01-Aug-22,Bangalore,India
206409,Salesforce Communication Architect ( CPQ & OM),https://ibegin.tcs.com/iBegin/jobs/206409J,"1. Experience in Design and Implementation of Vlocity CPQ and Vlocity OM for a telecom organization 2. Certified in Vlocity CPQ. Vlocity OM 3. Should have performed as an architect( especially in Telecom Enterprise Product Catalog and OM) 4. Understanding of tmforum standards, BSS best practices and comms data model",IT INFRASTRUCTURE SERVICES,Technical Architect,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 15 Years,01-Aug-22,Bangalore,India
206408,nCino Architect,https://ibegin.tcs.com/iBegin/jobs/206408J,"1. Demonstrates extensive abilities and/or a proven record of success in the banking sector and/or commercial lending, at least 2 full life-cycle salesforce.com/nCino implementations within the financial services industry. 2. Experience in fefining and delivering scalable technical solution architecture and integrated solution involving different nCino and Salesforce clouds 3. nCino Certification",IT INFRASTRUCTURE SERVICES,Technical Architect,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 15 Years,01-Aug-22,Bangalore,India
206407,Salesforce Slack Technical Architect,https://ibegin.tcs.com/iBegin/jobs/206407J,"1. Two full cycle end to end implementation experience in slack 2. Strong technical background and competencies in development, integration, solution architecture & security 3. Hands on proficiency with at least one Object oriented programming",IT INFRASTRUCTURE SERVICES,Technical Architect,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 15 Years,01-Aug-22,Bangalore,India
206406,Tableau CRM Technical Architect,https://ibegin.tcs.com/iBegin/jobs/206406J,"1. Expertise in developing, maintaining and experience in managing/leading Einstein Analytics driven dashboards & analytics, preferably with working knowledge of Einstein administration/architecture 2. Help the customer manage their business and to strategically make sound decisions based on solid analysis of data and provide insight regarding interpretation of data and trends 3. Certification in Tableau CRM",IT INFRASTRUCTURE SERVICES,Technical Architect,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 15 Years,01-Aug-22,Bangalore,India
206403,Salesforce Data Architect,https://ibegin.tcs.com/iBegin/jobs/206403J,"1. Experience with Extract, Data, Load (ETL) tools which includes extracting data and migrating 2. Experience working with large files from various sources and migrating to Salesforce 3. Development experience with focus on data mapping, conversion, transformation, and load activities 4. Salesforce Data Architecture Certification is a huge plus",IT INFRASTRUCTURE SERVICES,Technical Architect,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 15 Years,01-Aug-22,Bangalore,India
206402,Salesforce LWC Tech Architect,https://ibegin.tcs.com/iBegin/jobs/206402J,"1. Experienced in Salesforce/Apex, Triggers, Workflow Alerts and Actions, Process Builders & LWC 2. LWC migration experience is preferred 3. Performed Architect role in one or more end to end Salesforce implementation 4. Certified as Salesforce Application/Technical Architect",IT INFRASTRUCTURE SERVICES,Technical Architect,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 15 Years,01-Aug-22,Bangalore,India
206401,SFDC MFG Solution Architect,https://ibegin.tcs.com/iBegin/jobs/206401J,1. Experience in design and implementation of technical solutions on the Salesforce Manufacturing Cloud 2. Performed Architect role in min 2 end to end implementation using Salesforce Manufacturing Cloud 3. Certified as Salesforce Application/Technical Architect,IT INFRASTRUCTURE SERVICES,Technical Architect,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 15 Years,01-Aug-22,Bangalore,India
206400,SFDC MFG Cloud Presales & Solution Lead,https://ibegin.tcs.com/iBegin/jobs/206400J,"1. Extensive experience and understanding of the Manufactuting Sector and the need for digital disruption 2. Performed Architect role in min 2 end to end implementation using Salesforce MFG 3. Experienced in design, estimate and price Salesforce solutions 4. Certified as Salesforce Application/Technical Architect",IT INFRASTRUCTURE SERVICES,Technical Lead,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 15 Years,01-Aug-22,Bangalore,India
206399,FSC Solution Architect,https://ibegin.tcs.com/iBegin/jobs/206399J,"1. Experience in design and implementation of technical solutions on the Salesforce FSC for one or more line of business (Retail Banking, Wealth Management, Commercial Banking, Loan/Mortgage, Insurance) 2. Performed Architect role in min 2 end to end implementation using Salesforce FSC 3. Experience in migrating from Horizontal SFDC Applications (Sales cloud, service cloud etc.) to Salesforce FSC 4. Certified as Salesforce Application/Technical Architect",IT INFRASTRUCTURE SERVICES,Technical Architect,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 14 Years,01-Aug-22,Bangalore,India
206397,FSC - Presales & Solution Lead,https://ibegin.tcs.com/iBegin/jobs/206397J,"1. Extensive experience and understanding of the BFSI Sector and the need for digital disruption 2. Performed Architect role in min 2 end to end implementation using Salesforce FSC 3. Experienced in design, estimate and price Salesforce solutions 4. Certified as Salesforce Application/Technical Architect",IT INFRASTRUCTURE SERVICES,Technical Lead,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 15 Years,01-Aug-22,Bangalore,India
206394,Salesforce Solution Architect,https://ibegin.tcs.com/iBegin/jobs/206394J,"1. Expert level understanding of the Salesforce product suite (Sales, Service, Community, Marketing etc) 2. Experience in Salesforce CRM with min 2 end to end implementation experience 3. Experience with Salesforce/Apex, Triggers, Workflow Alerts and Actions, Process Builders & LWC 4. Certified as Salesforce Application/Technical Architect",IT INFRASTRUCTURE SERVICES,Technical Lead,Salesforce(SFDC),BACHELOR OF ENGINEERING,7 - 15 Years,01-Aug-22,Bangalore,India
206388,Senior React Native Developer,https://ibegin.tcs.com/iBegin/jobs/206388J,"Role : Senior React Native Developer Desired Experience Range 7-12 Years Location of Requirement Mumbai TCS has always been in the spotlight for being adept in the next big technologies. What we can offer you is a space to explore varied technologies and quench your techie soul. Must-Have : For the Web development, would be based on latest frameworks in market (ReactJS,VueJS,NodeJS etc.,) and working along with HTML5, CSS3, javascript & bootstrap. Transparent and proactive Open-mindedness and adaptability Critical thinking, creativity and problem-solving Eye for detail and thorough Good to Have : Good communication skills, Proficiency in English (written and spoken), Ability to clearly and correctly talk about technical concepts Minimum Qualification: 15 years of full-time education Minimum percentile of 50% in 10th, 12th, UG & PG (if applicable)",TECHNOLOGY,Developer,Bootstrap | CSS | HTML | Javascript | Node JS | React JS,"BACHELOR OF COMPUTER APPLICATION, BACHELOR OF COMPUTER SCIENCE, BACHELOR OF ENGINEERING, MASTER OF COMPUTER APPLICATION, MASTER OF COMPUTER SCIENCE",7 - 12 Years,30-Nov-21,Mumbai,India
206384,Network Security,https://ibegin.tcs.com/iBegin/jobs/206384J,"Subject matter expert on next generation firewall solution Experience in implementation and Support of Fortigate Firewall Experience in implementation of firewall changes as part of change procedures Expertise from the initial deployment or migration to advanced feature implementation of Firewall Work with Support to troubleshoot product issues. Executed Projects for Network Security technologies Experience with IT security devices such as Blue Coat, Secure Web Gateway, Source Fire IDS/IPS, Symantec DLP, Qulays, SSL-VPN, and Fore Scout (NAC). Experienced in Cloud deployed Firewalls (Azure. AWS)",CONSULTANCY,Analyst,Network Security,"BACHELOR OF BUSINESS MANAGEMENT, BACHELOR OF COMPUTER APPLICATION, BACHELOR OF COMPUTER SCIENCE",3 - 9 Years,31-Oct-21,Hyderabad,India
206290,SAP ARIBA,https://ibegin.tcs.com/iBegin/jobs/206290J,"Desired Competencies (Technical/Behavioral Competency) Must-Have** (Ideally should not be more than 3-5) 1. Drive workshops with client's procurement business teams to understand their current purchasing configuration in their SAP Ariba system 2. Strong knowledge of SAP Ariba P2P, Ariba Supplier Lifecycle, Ariba Guided Buying, Ariba Contract Managemet and Ariba Sourcing 3. Able to effectively guide the client on the improvement areas in terms of business process re-engineering wherever needed p> 4. Ariba integration with SAP ECC or SAP S/4 HANA using CIG 5. Should be able to create solution architecture, business process document, and functional design document 6. Collaborate with the technical team during the 'Build' phase of the engagement 7. Cutover, go-live and Hyper care support Good-to-Have 1. Ariba testing experience along with preparing test cases and building test scripts Experience in requirement gathering activities and creating function and technical documentation 3. Experience troubleshooting technical problems. 4. Should able to work independently with customer and delivery the project 5. Perform UT and SIT (Unit test and System integration test) 6. Assist business in UAT SN",TECHNOLOGY,Consultant,SAP Ariba,BACHELOR OF ENGINEERING,4 - 10 Years,29-Oct-21,Bangalore,India
206280,Databrick Engineer,https://ibegin.tcs.com/iBegin/jobs/206280J,Python SQL programming PySpark Analytics Schema concepts,TECHNOLOGY,Developer,Big Data,BACHELOR OF ENGINEERING,5 - 9 Years,30-Oct-21,Kolkata,India
206277,Oracle R12 HRMS Techno-Functional Consultant,https://ibegin.tcs.com/iBegin/jobs/206277J,"Location- PAN India Skills Oracle HRMS Techno Functional Consultant in R12.2.X. HR business functions like core HR, Payroll, Absence Management, Self Service etc. HRMS related back end tables. Experience in Agile environment will be added advantage. Proven ability to work with diverse groups of people in challenging and complex endeavors, as demonstrated by successful team experience Strong interpersonal as well as written and spoken communication skills Ability to work directly and communicate effectively with all levels and groups across the organization and provide useful information in a complete, accurate, and understandable manner PL/SQL, Oracle Workflow, Batch Upload WEBADI. Interfaces (Inbound and Outbound). Experience in Onsite/Offshore model will be added advantage Experience in creating and implementing business processes is a plus",TECHNOLOGY,Consultant,Oracle HRMS,BACHELOR OF TECHNOLOGY,10 - 15 Years,30-Nov-21,Bangalore,India
206276,Oracle EPM- Hyperion,https://ibegin.tcs.com/iBegin/jobs/206276J,"Location-PAN INDIA Skills Ability to communicate in a professional manner when interacting across staff levels and internal/external customers Experience in Hyperion Financial Management (HFM), FDMEE, Planning, Essbase (ASO & BSO), Financial Reporting, ARM and DRM. Experience and understanding of month-end close, forecast and budgeting cycles. Experience in FDMEE Data loads, scheduling loads and Integrations. Experience in Essbase ASO MDX scripts is good to have. Experience in integrations from SQL to Essbase data and dimension loads. Ability to create calc scripts, rule files and automate using maxl commands. Experience in creating/modifying Business rules in calc.manager. Experience in managing metadata in EPMA Shared Library and shared dimensions. Experience in Managing Shared Services security for various Hyperion products and able to migrate artifacts from one environment to other. Good knowledge about Hyperion patching, troubleshooting server-side issues and maintenance of environment, Hyperion services restart. Strong knowledge in Smart View Preparing reports (Ad-hoc & Formulas) and troubleshooting. Good to have knowledge in accounting concepts. End user training , report writing (Smart View, HFR) and support",TECHNOLOGY,Consultant,Hyperion,BACHELOR OF TECHNOLOGY,3 - 10 Years,30-Nov-21,Bangalore,India
206272,Data Science,https://ibegin.tcs.com/iBegin/jobs/206272J,"Good data exploration skills and ability to explain results to business. Strong understanding of Statistical methods and Machine Learning models Solid foundation in computer science, statistical modeling or equivalent experience in data analysis SQL and working knowledge with relational databases Understanding of complete Model development cycle Strong knowledge of Python and popular libraries",TECHNOLOGY,Developer,Data Science,BACHELOR OF COMPUTER APPLICATION,5 - 9 Years,30-Oct-21,Bangalore,India
